company_name,company_number,registered_locality,date_of_creation,primary_sic_category,sic_categories,core_score,cross_ref_promote,alignment_score,combined_score,stage_estimate,stage_confidence,why_selected,risk_flags
DIOKA THERAPEUTICS LIMITED,SC737537,ABERDEEN,2022-07-04,Biotech,"{Biotech,""Deep R&D"",HealthTech}",49,f,42,91,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CARDIATEC BIOSCIENCES LTD,13634184,OAKHAM,2021-09-20,Biotech,{Biotech},49,f,42,91,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CORA BIOSCIENCES LIMITED,16620247,HUNTINGDON,2025-07-30,Biotech,{Biotech},49,f,42,91,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ETERNA BIOLOGICS LTD,15567990,ALTRINCHAM,2024-03-16,Biotech,{Biotech},49,f,42,91,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CELLCODEX TECHNOLOGY LIMITED,16564418,CAMBRIDGE,2025-07-06,Biotech,{Biotech},56,f,35,91,post-seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
VESPULA THERAPEUTICS LTD,15191029,LONDON,2023-10-04,Biotech,{Biotech},58,f,33,91,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
FORTH THERAPEUTICS LIMITED,15702694,LONDON,2024-05-02,Biotech,{Biotech},58,f,33,91,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CRANE BIOSCIENCES LTD,14905931,LONDON,2023-05-30,Biotech,{Biotech},66,f,25,91,post-seed,medium,"[""at least one director"", ""multiple directors"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""no PSC data""]"
BOSONIC QUANTUM DEVICES LTD,15624595,LONDON,2024-04-06,Deep R&D,"{""Deep R&D""}",56,f,35,91,seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CAMBRIDGE TRANSFORMATION LABS LTD,15303504,CAMBRIDGE,2023-11-22,Deep R&D,"{""Deep R&D""}",48,f,42,90,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
LIGHTER MATERIALS INNOVATION HUB LTD,16585868,LONDON,2025-07-15,Deep R&D,"{""Deep R&D""}",51,f,39,90,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
GLOX THERAPEUTICS LIMITED,SC760230,GLASGOW,2023-02-27,Biotech,"{Biotech,""Deep R&D""}",48,f,42,90,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
IGNOTA LABS LIMITED,13678972,CAMBRIDGE,2021-10-13,Biotech,{Biotech},48,f,42,90,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
AISTHESIS MEDICAL LIMITED,15475459,LONDON,2024-02-09,Biotech,{Biotech},48,f,42,90,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
FLUOROK LIMITED,14154914,OXFORD,2022-06-06,Deep R&D,"{""Advanced Materials"",""Deep R&D""}",48,f,42,90,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
THE METAGENOMIC TESTING COMPANY LTD,16729944,ABINGDON,2025-09-18,Deep R&D,"{""Deep R&D"",HealthTech}",61,f,29,90,seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SPARK BIOTECH LIMITED,15322684,LONDON,2023-12-01,Biotech,"{Biotech,""Deep R&D"",Hardware,MedTech}",61,f,29,90,seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ACIONNA THERAPEUTICS LTD,16309416,HUNTINGDON,2025-03-12,Biotech,{Biotech},47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
HOUDINI BIO LTD,16352550,CAMBRIDGE,2025-03-30,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SORTERA BIO LIMITED,15052487,CAMBRIDGE,2023-08-06,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SELOXIUM LIMITED,14183419,OXFORD,2022-06-19,Deep R&D,"{""Advanced Materials"",""Deep R&D""}",47,t,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ORFONYX BIO LTD,14212968,OXFORD,2022-07-03,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ALTX THERAPEUTICS LIMITED,16677457,HUNTINGDON,2025-08-27,Biotech,{Biotech},47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
DYNAMIC THERAPEUTICS LTD,14954990,KINGSTON UPON THAMES,2023-06-21,Deep R&D,"{""Deep R&D""}",47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ROSTRA THERAPEUTICS LTD,SC724070,EDINBURGH,2022-02-22,Biotech,{Biotech},47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (5)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
BIOZEROC LTD,13734605,CAMBRIDGE,2021-11-10,Biotech,{Biotech},47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ADENDRA THERAPEUTICS LIMITED,13558857,POTTERS BAR,2021-08-09,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (6)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SITALA BIO LTD,13375361,CAMBRIDGE,2021-05-03,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CASSI AI LIMITED,16014808,LONDON,2024-10-13,Deep R&D,"{""AI & Software"",""Deep R&D""}",47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
GRAVTECH SOLUTIONS LTD,15924684,DIDCOT,2024-08-28,Deep R&D,"{""Deep R&D""}",47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
KARBNZ UK LTD,15823319,STEVENAGE,2024-07-07,Deep R&D,"{""Advanced Materials"",CleanTech,""Deep R&D""}",47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
A BIO LIMITED,13349556,CAMBRIDGE,2021-04-20,Biotech,{Biotech},47,f,42,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
FASTER DIAGNOSTICS LTD,15396043,LONDON,2024-01-08,MedTech,{MedTech},56,f,33,89,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ZAPPHYR LABS LTD,14893914,LONDON,2023-05-24,Biotech,"{Biotech,""Deep R&D"",HealthTech}",47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
NANOPLUME LTD,15796580,CAMBRIDGE,2024-06-22,Deep R&D,"{""Deep R&D""}",47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CYTOSPIRE THERAPEUTICS LIMITED,14688240,ALTRINCHAM,2023-02-24,Biotech,{Biotech},47,f,42,89,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
BINDBRIDGE LTD,15984313,IMPINGTON,2024-09-26,Biotech,"{Biotech,""Deep R&D""}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
OXFORD INTERNATIONAL BIOMEDICAL ENABLING CENTRE LTD,15516283,WANTAGE,2024-02-23,Biotech,{Biotech},60,f,28,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity""]",[]
MICRON DIAGNOSTICS LIMITED,13655133,LONDON,2021-09-30,Deep R&D,"{""Deep R&D""}",59,f,29,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""no PSC data""]"
ENSOCELL LTD,14714531,CAMBRIDGE,2023-03-08,Biotech,{Biotech},55,f,33,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
BATRI CELLS LIMITED,15637999,LONDON,2024-04-10,CleanTech,{CleanTech},55,f,33,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
COGNITIVE BIOSCIENCE UK LIMITED,14557197,LONDON,2022-12-23,Biotech,{Biotech},53,f,35,88,seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ELIJO BIOTHERAPEUTICS LIMITED,16598579,CAMBRIDGE,2025-07-21,Biotech,{Biotech},69,f,19,88,post-seed,medium,"[""at least one director"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""single-director structure"", ""no PSC data""]"
MIGRATION BIOTHERAPEUTICS LIMITED,14182892,CARDIFF,2022-06-19,Biotech,{Biotech},49,f,39,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ONLINE OCEANS ROBOTICS LIMITED,15290665,LONDON,2023-11-17,Deep R&D,"{""Deep R&D""}",49,f,39,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
DEVOTION AI LABS LTD,16697765,LONDON,2025-09-04,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",49,f,39,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
TECHVISION ROBOTICS LTD,16063513,GATESHEAD,2024-11-06,Deep R&D,"{""Deep R&D""}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
PORPOISE POWER LIMITED,15894558,OXFORD,2024-08-12,Deep R&D,"{""Deep R&D""}",46,f,42,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
VENTRIX LABS LTD,15807285,LONDON,2024-06-27,Deep R&D,"{""Deep R&D""}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (5)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
EOS SPACE TECHNOLOGY LTD,15490088,DIDCOT,2024-02-14,Space & Aero,"{""Space & Aero""}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
VIVID DX LIMITED,14259696,LITTLEMORE,2022-07-26,Deep R&D,"{""Deep R&D"",MedTech}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
"ELLISON INSTITUTE OF TECHNOLOGY, OXFORD LIMITED",13773507,OXFORD,2021-11-30,Deep R&D,"{""Deep R&D""}",46,f,42,88,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
17CICADA LTD,13429166,CAMBRIDGE,2021-05-30,Biotech,"{""Advanced Materials"",Biotech}",46,f,42,88,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (7)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
HIVERGE LTD,15650207,CAMBRIDGE,2024-04-15,Deep R&D,"{""Deep R&D""}",45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
PLURIFY LTD,15230383,CAMBRIDGE,2023-10-23,Biotech,{Biotech},45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
FYM LABS LTD,16153313,LONDON,2024-12-27,Deep R&D,"{""AI & Software"",""Deep R&D""}",45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SATIO LIFE SCIENCES LIMITED,16293748,LONDON,2025-03-05,Biotech,"{Biotech,""Deep R&D""}",45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
GLYCOS BIOMEDICAL LTD,13399379,LONDON,2021-05-13,Biotech,{Biotech},45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ABOLIGO LIMITED,15752547,CAMBRIDGE,2024-05-30,Biotech,{Biotech},45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
GAMBIT BIO LTD,13756461,OXFORD,2021-11-21,Biotech,"{Biotech,MedTech}",48,f,39,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
HISPEED LTD,13382825,BICESTER,2021-05-06,Hardware,"{""Deep R&D"",Hardware}",45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
NOTOS MEDICAL LIMITED,16407748,LONDON,2025-04-24,Deep R&D,"{""Deep R&D"",MedTech}",45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ENVOL LABS LIMITED,15830026,LONDON,2024-07-09,Deep R&D,"{""Deep R&D""}",45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
MOLYON LIMITED,15503638,CAMBRIDGE,2024-02-19,Deep R&D,"{""Deep R&D""}",45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
OLIGOTUNE LTD,15373740,CAMBRIDGE,2023-12-28,Biotech,{Biotech},45,f,42,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
AXION BIOSYSTEMS MANUFACTURING UK LTD,13678943,KIDLINGTON,2021-10-13,Hardware,{Hardware},52,f,35,87,seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
PADDINGTON ROBOTICS LIMITED,16015385,LONDON,2024-10-13,Deep R&D,"{""AI & Software"",""Deep R&D""}",64,f,23,87,post-seed,medium,"[""at least one director"", ""PSCs present (1)"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""single-director structure""]"
SCI SEMICONDUCTOR LIMITED,14671174,SHEFFIELD,2023-02-17,Hardware,{Hardware},48,f,39,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
ADVANCED MATRIX COMPOSITE SYSTEMS LIMITED,14009406,LONDON,2022-03-28,Deep R&D,"{""Deep R&D""}",52,f,35,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
HEALTHSPAN BIOTICS LIMITED,15224752,ELSWORTH,2023-10-19,Biotech,{Biotech},48,f,39,87,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CENTILE BIOSCIENCE LTD,14763951,LONDON,2023-03-27,Biotech,"{""AI & Software"",Biotech}",58,f,29,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""no PSC data""]"
INFINITOPES LIMITED,13642685,OXFORD,2021-09-23,Biotech,{Biotech},45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (3)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CAMBRIDGE ELECTRIC CEMENT LTD,14263992,CAMBRIDGE,2022-07-28,Deep R&D,"{""Deep R&D""}",45,f,42,87,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (4)"", ""multiple PSCs"", ""non-trivial ownership structure"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
AXOVIA THERAPEUTICS LTD,14715294,LONDON,2023-03-08,Biotech,{Biotech},47,f,39,86,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
STEMBOND TECHNOLOGIES LTD,13576323,CAMBRIDGE,2021-08-19,Biotech,"{Biotech,""Deep R&D""}",47,f,39,86,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SYNOX THERAPEUTICS UK LIMITED,13318557,OXFORD,2021-04-06,Biotech,{Biotech},67,f,19,86,post-seed,medium,"[""at least one director"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]","[""single-director structure"", ""no PSC data""]"
ADISO THERAPEUTICS LIMITED,13763654,ALTRINCHAM,2021-11-24,Biotech,{Biotech},47,f,39,86,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
APINI THERAPEUTICS LIMITED,13767202,HUNTINGDON,2021-11-26,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
SERENATIS BIO LIMITED,15944501,CAMBRIDGE,2024-09-08,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
EDX MEDICAL LTD,13943486,CAMBRIDGE,2022-02-28,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
LARIO THERAPEUTICS LIMITED,SC716204,EDINBURGH,2021-11-26,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CARN FEARNA WIND FARM LIMITED,14542188,LONDON,2022-12-15,CleanTech,{CleanTech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
MELIO BIO LIMITED,15471040,OXFORD,2024-02-07,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
RAM ROBOTICS LTD,15913289,CARTERTON,2024-08-21,Deep R&D,"{""Deep R&D""}",67,f,19,86,post-seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""more than incorporation""]","[""no PSC data""]"
TERNARY THERAPEUTICS LTD,16004737,HITCHIN,2024-10-07,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
CAM-BION INNOVATIONS LTD,15266555,CAMBRIDGE,2023-11-07,Biotech,{Biotech},47,f,39,86,seed,medium,"[""at least one director"", ""multiple directors"", ""broader management structure"", ""PSCs present (2)"", ""multiple PSCs"", ""more than incorporation"", ""non-trivial filing activity"", ""multiple meaningful filings""]",[]
