company_number,company_name,company_status,company_type,date_of_creation,jurisdiction,registered_postcode,registered_locality,registered_region,sic_codes,created_at,updated_at,last_refreshed_at
16997201,LL NEXUS LIMITED,Active,ltd,2026-01-29,United Kingdom,WC2H 9JQ,LONDON,,"[""70100"", ""71121"", ""72110"", ""74901""]",2026-03-31 13:28:09.249752,2026-03-31 13:28:09.249752,
15556784,LLINS TECHNOLOGY LTD,Active,ltd,2024-03-12,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""26600"", ""32500"", ""71122"", ""84120""]",2026-03-31 13:28:09.249752,2026-03-31 13:28:09.249752,
16847714,LLOYDS INTERNATIONAL LIMITED,Active,ltd,2025-11-11,United Kingdom,WS14 0LB,LICHFIELD,,"[""71122""]",2026-03-31 13:28:09.309043,2026-03-31 13:28:09.309043,
13985296,LLWYN DERW BATTERY STORAGE LIMITED,Active,ltd,2022-03-17,United Kingdom,GL10 3UT,STONEHOUSE,,"[""35110"", ""35140""]",2026-03-31 13:28:09.309043,2026-03-31 13:28:09.309043,
16219674,LM RAILWAY ENGINEERING LIMITED,Active,ltd,2025-01-30,United Kingdom,WA1 1RG,WARRINGTON,,"[""71122""]",2026-03-31 13:28:09.309043,2026-03-31 13:28:09.309043,
NI679959,LM THERAPEUTIC COUNSELLING LTD,Active,ltd,2021-06-09,United Kingdom,BT67 0LE,MOIRA,,"[""86900""]",2026-03-31 13:28:09.309043,2026-03-31 13:28:09.309043,
16325416,LOCKTURNAL LTD,Active,ltd,2025-03-18,United Kingdom,W1W 5PF,LONDON,,"[""62030""]",2026-03-31 13:28:09.53794,2026-03-31 13:28:09.53794,
16246271,LOCUM IMAGING DIAGNOSTICS LIMITED,Active,ltd,2025-02-12,United Kingdom,AL10 0DE,HATFIELD,,"[""86900""]",2026-03-31 13:28:09.53794,2026-03-31 13:28:09.53794,
14473705,LODESTAR SPACE LTD,Active,ltd,2022-11-09,United Kingdom,SE17 3AZ,LONDON,,"[""51220""]",2026-03-31 13:28:09.601205,2026-03-31 13:28:09.601205,
15497697,LOGAN GRAY INTERNATIONAL LIMITED,Active,ltd,2024-02-17,United Kingdom,W1W 6XA,LONDON,,"[""70229""]",2026-03-31 13:28:09.601205,2026-03-31 13:28:09.601205,
15753670,LOGISTICS UK AND INTERNATIONAL LIMITED,Active,ltd,2024-05-31,United Kingdom,SE1 1LB,LONDON,,"[""78109""]",2026-03-31 13:28:09.660333,2026-03-31 13:28:09.660333,
16793185,LOGOS RESEARCH LTD,Active,ltd,2025-10-16,United Kingdom,WC2R 0LR,LONDON,,"[""72190""]",2026-03-31 13:28:09.660333,2026-03-31 13:28:09.660333,
16665452,LOIS GROUP LTD,Active,ltd,2025-08-20,United Kingdom,WC1N 3AX,LONDON,,"[""62012"", ""62090"", ""72190"", ""85590""]",2026-03-31 13:28:09.660333,2026-03-31 13:28:09.660333,
13761894,LOKKANET LIMITED,Active,ltd,2021-11-24,United Kingdom,W1W 7LT,LONDON,,"[""70100"", ""72110"", ""72190""]",2026-03-31 13:28:09.660333,2026-03-31 13:28:09.660333,
14824291,LOLA PERFORMANCE TECHNOLOGIES LTD,Active,ltd,2023-04-23,United Kingdom,EC2V 6DN,LONDON,,"[""72190""]",2026-03-31 13:28:09.660333,2026-03-31 13:28:09.660333,
SC804611,LOMOND ROBOTICS LIMITED,Active,ltd,2024-03-26,United Kingdom,G83 9QP,ALEXANDRIA,,"[""71122""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
14222869,LONDON 3D PRINTING LIMITED,Active,ltd,2022-07-07,United Kingdom,WC2H 9JQ,LONDON,,"[""90030""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
15522991,LONDON ACADEMY FOR EXCELLENCE LTD,Active,ltd,2024-02-26,United Kingdom,B23 6UE,BIRMINGHAM,,"[""70229"", ""72200"", ""73200""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
16454778,LONDON ACTIVE MOTORS LTD,Active,ltd,2025-05-16,United Kingdom,NW11 8LN,LONDON,,"[""45112""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
16876842,LONDON BATTERIES LTD,Active,ltd,2025-11-26,United Kingdom,SM5 2FN,CARSHALTON,,"[""27900""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
14198279,LONDON BIO EXPERTISE LTD,Active,ltd,2022-06-26,United Kingdom,WC2H 9JQ,LONDON,,"[""10920"", ""20130"", ""20200"", ""72110""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
14980572,LONDON BIOWORKS LTD,Active,ltd,2023-07-03,United Kingdom,WC2H 9JQ,LONDON,,"[""72110""]",2026-03-31 13:28:09.726832,2026-03-31 13:28:09.726832,
15868072,"LONDON CLEMONG FIBER ART INTERNATIONAL TRADING CO., LTD",Active,ltd,2024-07-30,United Kingdom,CB2 8DL,CAMBRIDGE,,"[""14390"", ""43341"", ""47781"", ""90030""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
16818027,LONDON COMPUTATIONAL GENOMICS LTD,Active,ltd,2025-10-29,United Kingdom,M40 8WN,MANCHESTER,,"[""72110""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
16369605,LONDON ROSE INTERNATIONAL LIMITED,Active,ltd,2025-04-06,United Kingdom,W1C 2BU,LONDON,,"[""46450"", ""47750"", ""47910""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
15887982,LONDON SAHARA ENERGY LTD,Active,ltd,2024-08-08,United Kingdom,WC1H 0NJ,LONDON,,"[""72190""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
16789765,LONDON SCHOOL OF GOVERNANCE & BUSINESS EXCELLENCE LTD,Active,ltd,2025-10-15,United Kingdom,WC2H 9JQ,LONDON,,"[""85421"", ""85422"", ""85590"", ""85600""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
16422462,LONDON TRAINING FOR EXCELLENCE LTD,Active,ltd,2025-04-29,United Kingdom,NW10 7NH,LONDON,,"[""85590""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
16713432,LONDONCELL VISION LIMITED,Active,ltd,2025-09-11,United Kingdom,W1J 6BD,LONDON,,"[""46190"", ""46900"", ""62020"", ""72110""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
13884557,LONDONIST INTERNATIONAL MANAGEMENT LTD,Active,ltd,2022-02-01,United Kingdom,WC1N 3DB,LONDON,,"[""68100"", ""68209""]",2026-03-31 13:28:09.936269,2026-03-31 13:28:09.936269,
15289690,LONG PAWS INTERNATIONAL LIMITED,Active,ltd,2023-11-16,United Kingdom,NW11 7HJ,LONDON,,"[""64209"", ""75000""]",2026-03-31 13:28:10.007011,2026-03-31 13:28:10.007011,
14008074,LONGAEVUS TECHNOLOGIES LTD,Active,ltd,2022-03-28,United Kingdom,W1W 5PF,LONDON,,"[""72110""]",2026-03-31 13:28:10.007011,2026-03-31 13:28:10.007011,
15126888,LONGEVITY CONSULTING GROUP LTD,Active,ltd,2023-09-09,United Kingdom,SE1 9GJ,LONDON,,"[""72190""]",2026-03-31 13:28:10.007011,2026-03-31 13:28:10.007011,
16418373,LONGEVITY WORLD GROUP LTD.,Active,ltd,2025-04-28,United Kingdom,CB1 3SA,CAMBRIDGE,,"[""72110""]",2026-03-31 13:28:10.007011,2026-03-31 13:28:10.007011,
16855477,LONGFOR INTERNATIONAL INC LIMITED,Active,ltd,2025-11-14,United Kingdom,CB24 9AD,CAMBRIDGE,,"[""68209""]",2026-03-31 13:28:10.007011,2026-03-31 13:28:10.007011,
16192413,LOONG CHEONG INTERNATIONAL TRADE LTD,Active,ltd,2025-01-17,United Kingdom,W1G 0JR,LONDON,,"[""47290""]",2026-03-31 13:28:10.073189,2026-03-31 13:28:10.073189,
15868164,LOOP 3D ADDITIVE MANUFACTURING LTD,Active,ltd,2024-07-30,United Kingdom,MK17 0PD,MILTON KEYNES,,"[""22290"", ""28990""]",2026-03-31 13:28:10.073189,2026-03-31 13:28:10.073189,
15048931,LOOP AUTOMATION LIMITED,Active,ltd,2023-08-03,United Kingdom,SG12 9EE,WARE,,"[""28990"", ""62012"", ""62020"", ""71121""]",2026-03-31 13:28:10.073189,2026-03-31 13:28:10.073189,
16715346,LOOPHOLE ROBOTICS LTD,Active,ltd,2025-09-12,United Kingdom,CF14 1ED,CARDIFF,,"[""26120"", ""71122""]",2026-03-31 13:28:10.073189,2026-03-31 13:28:10.073189,
15466987,LOQUSBETA LIMITED,Active,ltd,2024-02-05,United Kingdom,CB21 6GP,CAMBRIDGESHIRE,,"[""72110""]",2026-03-31 13:28:10.1367,2026-03-31 13:28:10.1367,
15466984,LOQUSTX LIMITED,Active,ltd,2024-02-05,United Kingdom,CB21 6GP,CAMBRIDGESHIRE,,"[""72110""]",2026-03-31 13:28:10.1367,2026-03-31 13:28:10.1367,
16784211,LOXFORD INTERNATIONAL COLLEGE LTD,Active,ltd,2025-10-13,United Kingdom,WC2H 9JQ,LONDON,,"[""85320"", ""85421"", ""85422"", ""85520""]",2026-03-31 13:28:10.516997,2026-03-31 13:28:10.516997,
13747104,LPBB INTERNATIONAL LIMITED,Active,ltd,2021-11-16,United Kingdom,WC2H 9JQ,LONDON,,"[""46900"", ""47190"", ""56102""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
16040825,LPG INTERNATIONAL HOLDINGS LIMITED,Active,ltd,2024-10-24,United Kingdom,W1T 7AF,LONDON,,"[""64209""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
13804463,LPM MOTORS LIMITED,Active,ltd,2021-12-16,United Kingdom,W1W 5PF,LONDON,,"[""45112""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
16692326,LPS GB INTERNATIONAL LTD,Active,ltd,2025-09-02,United Kingdom,SG14 1AJ,HERTFORD,,"[""78109""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
13591417,LPT DIAGNOSTIC REPORTING LIMITED,Active,ltd,2021-08-29,United Kingdom,PE7 1AN,PETERBOROUGH,,"[""86220""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
14291655,LQI INTERNATIONAL LTD,Active,ltd,2022-08-11,United Kingdom,WC1X 0ND,LONDON,,"[""85590"", ""85600""]",2026-03-31 13:28:10.576955,2026-03-31 13:28:10.576955,
15417116,LRB INTERNATIONAL CONSULTANCY LTD,Active,ltd,2024-01-16,United Kingdom,EC2A 4NE,LONDON,,"[""71112"", ""71122""]",2026-03-31 13:28:10.636889,2026-03-31 13:28:10.636889,
15720021,LUMIETERNA LTD,Active,ltd,2024-05-13,United Kingdom,EC1Y 0SQ,LONDON,,"[""85510""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
13324179,LUMINA ASSOCIATES INTERNATIONAL LTD,Active,ltd,2021-04-08,United Kingdom,WC2H 9JQ,LONDON,,"[""70229""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
16217850,LUMINA HEALTH IMAGING LTD,Active,ltd,2025-01-29,United Kingdom,S10 4DH,SHEFFIELD,,"[""86210"", ""86220"", ""86900""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
16620086,LUMINABIO LABS LTD,Active,ltd,2025-07-30,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""32500"", ""46450"", ""77400""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
NI730110,LUMINACARE DIAGNOSTICS LTD,Active,ltd,2025-06-03,United Kingdom,BT28 1RL,LISBURN,,"[""86220""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
15006585,LUMINAIR DRONES LTD,Active,ltd,2023-07-16,United Kingdom,EC1V 2NX,LONDON,,"[""71129""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
16815677,LUMINAMED IMAGING SOLUTIONS LTD,Active,ltd,2025-10-28,United Kingdom,M21 7SA,MANCHESTER,,"[""86220""]",2026-03-31 13:28:11.024129,2026-03-31 13:28:11.024129,
15177179,LUNA AI LTD,Active,ltd,2023-09-29,United Kingdom,CB1 9HX,CAMBRIDGE,,"[""62020"", ""71122"", ""72190"", ""74909""]",2026-03-31 13:28:11.072202,2026-03-31 13:28:11.072202,
16523302,LUSSO INTERNATIONAL LTD,Active,ltd,2025-06-16,United Kingdom,WC2H 9JQ,LONDON,,"[""46160"", ""59113""]",2026-03-31 13:28:11.18266,2026-03-31 13:28:11.18266,
15185759,LUX BIOTECH LIMITED,Active,ltd,2023-10-03,United Kingdom,SA12 7BR,PORT TALBOT,,"[""72110""]",2026-03-31 13:28:11.18266,2026-03-31 13:28:11.18266,
14388644,LUX INDUSTRIES LTD,Active,ltd,2022-09-29,United Kingdom,OX11 0FJ,DIDCOT,,"[""71121"", ""72190""]",2026-03-31 13:28:11.227945,2026-03-31 13:28:11.227945,
16432707,LYFE HEALTH INTERNATIONAL LIMITED,Active,ltd,2025-05-05,United Kingdom,W1J 5BF,LONDON,,"[""63120"", ""86900"", ""96040""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
17032016,LYFT AUTONOMOUS UK ASSETCO LIMITED,Active,ltd,2026-02-13,United Kingdom,SE1 0BS,LONDON,,"[""82990""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
17031892,LYFT AUTONOMOUS UK HOLDCO LIMITED,Active,ltd,2026-02-13,United Kingdom,SE1 0BS,LONDON,,"[""64209""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
17032121,LYFT AUTONOMOUS UK OPCO LIMITED,Active,ltd,2026-02-13,United Kingdom,SE1 0BS,LONDON,,"[""82990""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
15704914,LYMPHOGENIX LIMITED,Active,ltd,2024-05-06,United Kingdom,WC2H 9JQ,LONDON,,"[""21100"", ""72190""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
15958999,LYMVIVA LTD,Active,ltd,2024-09-15,United Kingdom,WC2H 9JQ,LONDON,,"[""72110""]",2026-03-31 13:28:11.448977,2026-03-31 13:28:11.448977,
SC749445,LYNNHOLM AEROSPACE LTD,Active,ltd,2022-11-05,United Kingdom,KA7 3EG,AYR,,"[""25110"", ""30300"", ""33160""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
15795334,LYNX MOTORS INTERNATIONAL LIMITED,Active,ltd,2024-06-21,United Kingdom,GL56 9RF,BLOCKLEY,,"[""29320"", ""45200""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
13674656,LYONPRO ENGINEERING LTD,Active,ltd,2021-10-11,United Kingdom,DE74 2BS,KEGWORTH,,"[""28990"", ""33200"", ""71129""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
16427446,LYRASENSE LIMITED,Active,ltd,2025-05-01,United Kingdom,SE19 3HF,LONDON,,"[""58290"", ""62012"", ""63110"", ""72190""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
14696590,LYTE AVIATION LTD,Active,ltd,2023-03-01,United Kingdom,WC2H 9JQ,LONDON,,"[""72190""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
13530393,LYTE COATINGS LIMITED,Active,ltd,2021-07-25,United Kingdom,NN11 7HJ,DAVENTRY,,"[""35300"", ""72190""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
17015650,LYV UK INTERNATIONAL HOLDINGS LIMITED,Active,ltd,2026-02-05,United Kingdom,EC1M 4AY,LONDON,,"[""70100""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
16922173,LYW BIOTECH LIMITED,Active,ltd,2025-12-19,United Kingdom,WC1H 0LW,LONDON,,"[""46450""]",2026-03-31 13:28:11.51272,2026-03-31 13:28:11.51272,
15169559,M F INTERNATIONAL CARGO SERVICES U.K. LIMITED,Active,ltd,2023-09-26,United Kingdom,W1H 4PF,LONDON,,"[""49410"", ""52243"", ""52290""]",2026-03-31 13:28:11.670148,2026-03-31 13:28:11.670148,
13324208,M PRICE INTERNATIONAL LIMITED,Active,ltd,2021-04-08,United Kingdom,W1W 5PF,LONDON,,"[""43342""]",2026-03-31 13:28:11.8281,2026-03-31 13:28:11.8281,
13849205,M R S ADDITIVES LTD,Active,ltd,2022-01-14,United Kingdom,DY8 4FA,STOURBRIDGE,,"[""71200""]",2026-03-31 13:28:11.8281,2026-03-31 13:28:11.8281,
15717394,MAC INTERNATIONAL SUPPORT LTD,Active,ltd,2024-05-12,United Kingdom,W1T 6EB,LONDON,,"[""62020""]",2026-03-31 13:28:12.284605,2026-03-31 13:28:12.284605,
13842192,MACDUFF ROBOTICS LTD,Active,ltd,2022-01-11,United Kingdom,SA33 6UT,CARMARTHEN,,"[""28990""]",2026-03-31 13:28:12.356619,2026-03-31 13:28:12.356619,
16883902,MACHINE MINDS AI LTD,Active,ltd,2025-12-01,United Kingdom,W1W 5PF,LONDON,,"[""62012"", ""62090"", ""70229"", ""72190""]",2026-03-31 13:28:12.356619,2026-03-31 13:28:12.356619,
16675403,MACHINE PSYCHOLOGY LTD,Active,ltd,2025-08-26,United Kingdom,WC2H 9JQ,LONDON,,"[""70229"", ""72190""]",2026-03-31 13:28:12.356619,2026-03-31 13:28:12.356619,
15135533,MACHNET MEDICAL ROBOTICS (UK) LIMITED,Active,ltd,2023-09-12,United Kingdom,EC2V 7AW,LONDON,,"[""32500"", ""72110""]",2026-03-31 13:28:12.356619,2026-03-31 13:28:12.356619,
15269480,MACKWOOD INTERNATIONAL LTD,Active,ltd,2023-11-08,United Kingdom,SW3 1ET,LONDON,,"[""35110"", ""64303"", ""64306"", ""70221""]",2026-03-31 13:28:12.426813,2026-03-31 13:28:12.426813,
SC867026,MACRAE MOTORSPORT LTD,Active,ltd,2025-10-19,United Kingdom,EH12 9DT,EDINBURGH,,"[""45200"", ""85510"", ""93120"", ""93199""]",2026-03-31 13:28:12.426813,2026-03-31 13:28:12.426813,
14488739,MACSTEEL INTERNATIONAL HOLDINGS LIMITED,Active,ltd,2022-11-16,United Kingdom,EC2V 7QP,LONDON,,"[""64209""]",2026-03-31 13:28:12.426813,2026-03-31 13:28:12.426813,
14489006,MACSTEEL INTERNATIONAL TRADING HOLDINGS LIMITED,Active,ltd,2022-11-16,United Kingdom,EC2V 7QP,LONDON,,"[""64209""]",2026-03-31 13:28:12.426813,2026-03-31 13:28:12.426813,
15166463,MACSTEEL INTERNATIONAL TRADING LTD,Active,ltd,2023-09-25,United Kingdom,EC2V 7QP,LONDON,,"[""46720""]",2026-03-31 13:28:12.426813,2026-03-31 13:28:12.426813,
17049085,MADAIR LTD,Active,ltd,2026-02-23,United Kingdom,CB3 9EZ,CAMBRIDGE,,"[""33160""]",2026-03-31 13:28:12.489539,2026-03-31 13:28:12.489539,
17026648,MAISON MOTORS LTD,Active,ltd,2026-02-11,United Kingdom,WC2H 9JQ,LONDON,,"[""45112""]",2026-03-31 13:28:12.913356,2026-03-31 13:28:12.913356,
14661106,MAITHAI INTERNATIONAL LIMITED,Active,ltd,2023-02-14,United Kingdom,WC2H 9JQ,LONDON,,"[""85590""]",2026-03-31 13:28:12.913356,2026-03-31 13:28:12.913356,
16806580,MAJORFLIGHT LTD,Active,ltd,2025-10-22,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""30300"", ""33160""]",2026-03-31 13:28:12.973081,2026-03-31 13:28:12.973081,
14033367,MAK RAIL SYSTEM ENGINEERING SERVICES LIMITED,Active,ltd,2022-04-06,United Kingdom,GL53 0AN,CHELTENHAM,,"[""71122""]",2026-03-31 13:28:12.973081,2026-03-31 13:28:12.973081,
16769909,MALAZ INTERNATIONAL MEDIA LTD,Active,ltd,2025-10-06,United Kingdom,WC2H 9JQ,LONDON,,"[""63990"", ""70210"", ""73110""]",2026-03-31 13:28:13.098012,2026-03-31 13:28:13.098012,
16069219,MALTA AIRCRAFT ENGINEERING SERVICES LTD,Active,ltd,2024-11-08,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""30300"", ""33160""]",2026-03-31 13:28:13.161668,2026-03-31 13:28:13.161668,
16562068,MANOR PRESTIGE MOTORS LTD,Active,ltd,2025-07-05,United Kingdom,NW10 7QJ,LONDON,,"[""45112"", ""45200""]",2026-03-31 13:28:13.508826,2026-03-31 13:28:13.508826,
14663922,MANSION LONDON INTERNATIONAL LTD,Active,ltd,2023-02-15,United Kingdom,W1J 8LQ,LONDON,,"[""82110""]",2026-03-31 13:28:13.578935,2026-03-31 13:28:13.578935,
15779270,MANTA MATERIALS LTD,Active,ltd,2024-06-13,United Kingdom,EC1V 2NX,LONDON,,"[""71122""]",2026-03-31 13:28:13.578935,2026-03-31 13:28:13.578935,
15832845,MANTIC TECHNOLOGIES LTD,Active,ltd,2024-07-10,United Kingdom,NW1 0EG,LONDON,,"[""62020"", ""72190""]",2026-03-31 13:28:13.578935,2026-03-31 13:28:13.578935,
16742436,LEXTEC LTD,Active,ltd,2025-09-24,United Kingdom,W1D 6AL,LONDON,,"[""72190""]",2026-03-31 13:28:07.917982,2026-03-31 13:28:07.917982,
16403696,LFD.AI LIMITED,Active,ltd,2025-04-22,United Kingdom,WC2H 9JQ,LONDON,,"[""62012"", ""62020"", ""63110"", ""72190""]",2026-03-31 13:28:07.917982,2026-03-31 13:28:07.917982,
16441301,LGA GROUP INTERNATIONAL LTD,Active,ltd,2025-05-08,United Kingdom,WC2H 9JQ,LONDON,,"[""66290"", ""79110"", ""82990"", ""86900""]",2026-03-31 13:28:07.975729,2026-03-31 13:28:07.975729,
14354393,LIMO INTERNATIONAL LIMITED,Active,ltd,2022-09-12,United Kingdom,CV8 2GY,KENILWORTH,,"[""26110"", ""26120"", ""26400"", ""46520""]",2026-03-31 13:28:08.477238,2026-03-31 13:28:08.477238,
16365550,LIN'S CONSULTING GROUP LTD,Active,ltd,2025-04-03,United Kingdom,CB4 1JX,CAMBRIDGE,,"[""68320"", ""70221"", ""72110"", ""84120""]",2026-03-31 13:28:08.477238,2026-03-31 13:28:08.477238,
16133864,LINCH HILL MOTORS LTD,Active,ltd,2024-12-13,United Kingdom,OX29 5BB,OXON,,"[""45200""]",2026-03-31 13:28:08.477238,2026-03-31 13:28:08.477238,
16450242,LINDA PLANT INTERNATIONAL ACADEMY LIMITED,Active,ltd,2025-05-13,United Kingdom,NW1 4HH,LONDON,,"[""63990""]",2026-03-31 13:28:08.549149,2026-03-31 13:28:08.549149,
15549685,LINEAR TECHNOLOGIES LTD.,Active,ltd,2024-03-09,United Kingdom,WC2H 9JQ,LONDON,,"[""30300"", ""72190""]",2026-03-31 13:28:08.549149,2026-03-31 13:28:08.549149,
15441689,LINEARLABS LIMITED,Active,ltd,2024-01-25,United Kingdom,WC2A 2JR,LONDON,,"[""62090"", ""72190""]",2026-03-31 13:28:08.549149,2026-03-31 13:28:08.549149,
14636557,LINFINITYGNSS LTD,Active,ltd,2023-02-03,United Kingdom,CB24 9LS,CAMBRIDGE,,"[""61300"", ""61900""]",2026-03-31 13:28:08.549149,2026-03-31 13:28:08.549149,
15537114,LINK INTERNATIONAL LTD,Active,ltd,2024-03-02,United Kingdom,N1 7GU,LONDON,,"[""47910"", ""79110"", ""85600"", ""86900""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
16642011,LINK SOLUTIONS INTERNATIONAL LTD,Active,ltd,2025-08-10,United Kingdom,WC2H 9JQ,LONDON,,"[""74909""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
16034190,LINKBRIDGE INTERNATIONAL LTD.,Active,ltd,2024-10-21,United Kingdom,CB4 0WS,CAMBRIDGE,,"[""79110"", ""85320"", ""85520"", ""85600""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
15334952,LINKERS INTERNATIONAL LIMITED,Active,ltd,2023-12-08,United Kingdom,W1H 4LG,LONDON,,"[""70210"", ""70229"", ""73120"", ""82990""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
14732203,LINKGEVITY LIMITED,Active,ltd,2023-03-15,United Kingdom,SW7 4AG,LONDON,,"[""72110""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
15882736,LINKTREE INTERNATIONAL UK LIMITED,Active,ltd,2024-08-06,United Kingdom,WC2R 0LR,LONDON,,"[""62090""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
14923270,LINKZILL LTD.,Active,ltd,2023-06-07,United Kingdom,CB4 0GA,CAMBRIDGE,,"[""26511"", ""72110""]",2026-03-31 13:28:08.617057,2026-03-31 13:28:08.617057,
13425419,LION INTERNATIONAL TEXTILE CONSULTANCY LTD,Active,ltd,2021-05-26,United Kingdom,W1W 7LT,LONDON,,"[""70229"", ""96090""]",2026-03-31 13:28:08.684705,2026-03-31 13:28:08.684705,
16638628,LIONS INTERNATIONAL LIMITED,Active,ltd,2025-08-07,United Kingdom,WC2H 9JQ,LONDON,,"[""46460"", ""46711"", ""68320""]",2026-03-31 13:28:08.684705,2026-03-31 13:28:08.684705,
15679835,"LIPAV UK BUILDING MATERIALS CO., LTD.",Active,ltd,2024-04-24,United Kingdom,WC2A 2JR,LONDON,,"[""99999""]",2026-03-31 13:28:08.684705,2026-03-31 13:28:08.684705,
13790182,LIQUIDAI LIMITED,Active,ltd,2021-12-08,United Kingdom,CB4 2GT,CAMBRIDGE,,"[""71121"", ""72190""]",2026-03-31 13:28:08.751907,2026-03-31 13:28:08.751907,
15383230,LIR THERAPEUTICS LIMITED,Active,ltd,2024-01-03,United Kingdom,WA14 2DT,ALTRINCHAM,,"[""72110""]",2026-03-31 13:28:08.751907,2026-03-31 13:28:08.751907,
15942464,LITANI MOTORS LIMITED,Active,ltd,2024-09-06,United Kingdom,NW10 3BJ,LONDON,,"[""45112""]",2026-03-31 13:28:08.817961,2026-03-31 13:28:08.817961,
15465325,LITHIUM BATTERY CONTAINERS LIMITED,Active,ltd,2024-02-04,United Kingdom,WA4 6NU,WARRINGTON,,"[""39000""]",2026-03-31 13:28:08.817961,2026-03-31 13:28:08.817961,
15291592,LITHIUM BATTERY RECYCLERS LIMITED,Active,ltd,2023-11-17,United Kingdom,WA4 6NU,WALTON,,"[""39000""]",2026-03-31 13:28:08.817961,2026-03-31 13:28:08.817961,
15031070,LITTLE BIG RESEARCH AND ENGINEERING LTD,Active,ltd,2023-07-25,United Kingdom,BS7 8TL,BRISTOL,,"[""16290"", ""71121"", ""72190"", ""74100""]",2026-03-31 13:28:08.817961,2026-03-31 13:28:08.817961,
14534915,LJILJANA SPASIC-GRIL LIMITED,Active,ltd,2022-12-12,United Kingdom,HP15 7LN,HIGH WYCOMBE,,"[""71129""]",2026-03-31 13:28:09.188742,2026-03-31 13:28:09.188742,
14140070,LONDON DIAGNOSTIC CENTRE LIMITED,Active,ltd,2022-05-29,United Kingdom,N13 4RJ,LONDON,,"[""86210""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
16446154,LONDON DIAGNOSTIC RADIOLOGY LTD,Active,ltd,2025-05-12,United Kingdom,W14 9HB,LONDON,,"[""86900""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
14063894,LONDON EDUCATION (INTERNATIONAL) LTD,Active,ltd,2022-04-21,United Kingdom,SE1 1LB,LONDON,,"[""84120""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
14012860,LONDON EXCELLENCE ACADEMY LTD,Active,ltd,2022-03-29,United Kingdom,W1W 5PF,LONDON,,"[""70229"", ""85590""]",2026-03-31 13:28:09.794241,2026-03-31 13:28:09.794241,
