company_number,company_name,company_status,company_type,date_of_creation,jurisdiction,registered_postcode,registered_locality,registered_region,sic_codes,created_at,updated_at,last_refreshed_at
16598642,ENKI GLOBAL HOLDING LTD,Active,ltd,2025-07-21,United Kingdom,WC2H 9JQ,LONDON,,"[""70100"", ""72190"", ""74100"", ""74909""]",2026-03-31 13:27:33.876426,2026-03-31 13:27:33.876426,
16794516,ENKITEK LTD,Active,ltd,2025-10-18,United Kingdom,SE11 5AX,LONDON,,"[""63110"", ""71122"", ""72190""]",2026-03-31 13:27:33.876426,2026-03-31 13:27:33.876426,
16687911,ENM INTERNATIONAL LIMITED,Active,ltd,2025-09-01,United Kingdom,WC2H 9JQ,LONDON,,"[""47190"", ""82301""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
16696320,ENN ENERGY TECHNOLOGY UK LTD,Active,ltd,2025-09-04,United Kingdom,OX1 4EH,OXFORD,,"[""72190""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
15596862,ENN INTERNATIONAL (UK) LTD,Active,ltd,2024-03-27,United Kingdom,EC2V 5AY,LONDON,,"[""64209"", ""82990""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
14130135,ENOLA INTERNATIONAL LIMITED,Active,ltd,2022-05-24,United Kingdom,WC2H 9JQ,LONDON,,"[""47910""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
15995812,ENOMIS AEROSPACE SOLUTIONS LIMITED,Active,ltd,2024-10-02,United Kingdom,CF42 6LN,TREORCHY,,"[""70229"", ""71122""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
15351268,ENROUTE TECHNOLOGIES LIMITED,Active,ltd,2023-12-14,United Kingdom,WC2N 6DF,LONDON,,"[""72190""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
14714531,ENSOCELL LTD,Active,ltd,2023-03-08,United Kingdom,CB22 3AT,CAMBRIDGE,,"[""72110""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
14968944,ENTA INTERNATIONAL UK LTD,Active,ltd,2023-06-28,United Kingdom,WC1N 3AX,LONDON,,"[""96090""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
16226395,ENTANGLED INTELLIGENCE LTD,Active,ltd,2025-02-03,United Kingdom,EC1N 8DX,LONDON,,"[""62012"", ""72190""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
16796723,ENTANGLED QUANTUM LTD,Active,ltd,2025-10-19,United Kingdom,WC2H 9JQ,LONDON,,"[""62012"", ""62090""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
16342685,ENTERFOODS INTERNATIONAL LTD,Active,ltd,2025-03-25,United Kingdom,WC2H 9JQ,LONDON,,"[""46170"", ""46380"", ""70229"", ""82990""]",2026-03-31 13:27:33.947035,2026-03-31 13:27:33.947035,
16179252,ERAM TRADERS INTERNATIONAL LIMITED,Active,ltd,2025-01-13,United Kingdom,BA1 2BQ,BATH,,"[""46140"", ""46390"", ""46711"", ""71121""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
13819181,ERAMOL THERAPEUTICS LIMITED,Active,ltd,2021-12-29,United Kingdom,TN13 2TL,SEVENOAKS,,"[""21100""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
14518651,ERATI INTERNATIONAL LTD,Active,ltd,2022-12-01,United Kingdom,W1G 7AJ,LONDON,,"[""73120"", ""73200""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
16275407,ERB INTERNATIONAL LIMITED,Active,ltd,2025-02-25,United Kingdom,EC2R 5BJ,LONDON,,"[""66220""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
13787686,ERC SISTEM ENGINEERING LIMITED,Active,ltd,2021-12-07,United Kingdom,SE9 5EA,LONDON,,"[""27900"", ""46310"", ""62012"", ""71122""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
16441114,ERDIK INTERNATIONAL LTD,Active,ltd,2025-05-08,United Kingdom,WC2H 9JQ,LONDON,,"[""47910""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
13428947,ERGATIC LABS LTD,Active,ltd,2021-05-30,United Kingdom,CB4 0WS,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
15826097,ERGI MATERIALS LTD,Active,ltd,2024-07-07,United Kingdom,IP29 5NY,BURY ST. EDMUNDS,,"[""20160"", ""22290"", ""23990"", ""25610""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
16606018,ERGOPHARMA LIMITED,Active,ltd,2025-07-23,United Kingdom,WC1X 8QT,LONDON,,"[""72110""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
SC758833,ERIC FERNANDEZ-BACA LTD,Active,ltd,2023-02-14,United Kingdom,EH11 1PW,EDINBURGH,,"[""56210"", ""59112""]",2026-03-31 13:27:34.375819,2026-03-31 13:27:34.375819,
16727810,ERNANI PEREGRIN LTD,Active,ltd,2025-09-17,United Kingdom,NW10 7PQ,LONDON,,"[""47710"", ""47910""]",2026-03-31 13:27:34.442858,2026-03-31 13:27:34.442858,
14978491,EROD INTERNATIONAL LIMITED,Active,ltd,2023-07-03,United Kingdom,W1G 7AJ,LONDON,,"[""46900""]",2026-03-31 13:27:34.442858,2026-03-31 13:27:34.442858,
15824260,ESH JOURNAL LTD,Active,ltd,2024-07-07,United Kingdom,EC1V 2NX,LONDON,,"[""47910"", ""58110"", ""58190"", ""86900""]",2026-03-31 13:27:34.575815,2026-03-31 13:27:34.575815,
16402577,ESHAN ASHCROFT CARDIAC DIAGNOSTICS LTD,Active,ltd,2025-04-22,United Kingdom,SK7 2BY,STOCKPORT,,"[""86900""]",2026-03-31 13:27:34.575815,2026-03-31 13:27:34.575815,
16379565,ESHRAGHI MEDICAL ENGINEERING SOLUTIONS LTD,Active,ltd,2025-04-09,United Kingdom,EN8 9FP,CHESHUNT,,"[""32500""]",2026-03-31 13:27:34.575815,2026-03-31 13:27:34.575815,
15653963,ESLABON PERDIDO GROUP LTD,Active,ltd,2024-04-16,United Kingdom,W1W 5PF,LONDON,,"[""72190""]",2026-03-31 13:27:34.575815,2026-03-31 13:27:34.575815,
16173729,ESMAEILI INTERNATIONAL GROUP LTD,Active,ltd,2025-01-09,United Kingdom,WC1X 0ND,LONDON,,"[""47190"", ""47890"", ""47910"", ""47990""]",2026-03-31 13:27:34.575815,2026-03-31 13:27:34.575815,
16969331,ESONIC NEURON DELIVERY LTD,Active,ltd,2026-01-16,United Kingdom,CF62 6PS,BARRY,,"[""32500""]",2026-03-31 13:27:34.643902,2026-03-31 13:27:34.643902,
15986060,ESOPHATEC LTD,Active,ltd,2024-09-29,United Kingdom,OX29 4DH,WITNEY,,"[""72110""]",2026-03-31 13:27:34.643902,2026-03-31 13:27:34.643902,
14425216,ESPRIT SIMULATION PRODUCTS LTD,Active,ltd,2022-10-16,United Kingdom,YO30 4XG,YORK,,"[""32500""]",2026-03-31 13:27:34.643902,2026-03-31 13:27:34.643902,
16786433,ESRAA FOR SATELLITES CHANNELS LIMITED,Active,ltd,2025-10-14,United Kingdom,UB7 0LB,WEST DRAYTON,,"[""61300"", ""70210""]",2026-03-31 13:27:34.643902,2026-03-31 13:27:34.643902,
15554767,ESSENTIAL FILMS INTERNATIONAL LTD,Active,ltd,2024-03-11,United Kingdom,W1B 5AW,LONDON,,"[""59131""]",2026-03-31 13:27:34.71426,2026-03-31 13:27:34.71426,
13977826,EUROFINS GENOMICS EUROPE DTC - POPULATION GENETICS PRODUCTS & SERVICES LIMITED,Active,ltd,2022-03-15,United Kingdom,WV9 5GB,WOLVERHAMPTON,,"[""71200""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
14336639,EUROJOLTA LIMITED,Active,ltd,2022-09-04,United Kingdom,W1T 6EB,LONDON,,"[""26110"", ""27200"", ""29100"", ""72190""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
13694875,EUROMARK INTERNATIONAL LIMITED,Active,ltd,2021-10-20,United Kingdom,W1W 7LT,LONDON,,"[""69109"", ""70229"", ""71122"", ""84130""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
16906607,EUROPE & INTERNATIONAL REAL ESTATE INVESTMENTS LTD,Active,ltd,2025-12-12,United Kingdom,W1W 5PF,LONDON,,"[""64304"", ""68100"", ""68209"", ""68310""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
14864869,"EUROPE SOLID FERTILIZER INTERNATIONAL CO., LTD",Active,ltd,2023-05-11,United Kingdom,W1W 5PF,FIFTH FLOOR,,"[""99999""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
14310772,"EUROPE TOPLINE INTERNATIONAL TRADING CO., LTD",Active,ltd,2022-08-21,United Kingdom,W1G 7AJ,LONDON,,"[""46160"", ""46190"", ""46499"", ""46510""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
15243992,EUROPEAN CERTIFICATION INTERNATIONAL LTD,Active,ltd,2023-10-27,United Kingdom,SW20 8EZ,LONDON,,"[""06200"", ""71122""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
15451835,EUROPEAN CHEMICAL SPECIALTY FERTILIZER INTERNATIONAL LIMITED,Active,ltd,2024-01-30,United Kingdom,CB2 8DL,CAMBRIDGE,,"[""99999""]",2026-03-31 13:27:35.060195,2026-03-31 13:27:35.060195,
13503267,EUROPEAN QUANTUM MEDICAL LTD,Active,ltd,2021-07-08,United Kingdom,E10 5NP,LONDON,,"[""58290"", ""86220""]",2026-03-31 13:27:35.132777,2026-03-31 13:27:35.132777,
15496374,EV3 TECHNOLOGIES LTD,Active,ltd,2024-02-17,United Kingdom,WC2H 9JQ,LONDON,,"[""62090"", ""63110"", ""72110"", ""74909""]",2026-03-31 13:27:35.132777,2026-03-31 13:27:35.132777,
16374720,EVA GROWERS LTD,Active,ltd,2025-04-07,United Kingdom,WC2H 9JQ,LONDON,,"[""71121"", ""71122"", ""72190""]",2026-03-31 13:27:35.132777,2026-03-31 13:27:35.132777,
14542171,EVA KOUMPLI INTERNATIONAL LTD,Active,ltd,2022-12-15,United Kingdom,HA5 3YQ,PINNER,,"[""86900""]",2026-03-31 13:27:35.132777,2026-03-31 13:27:35.132777,
14543685,EXCELLENT YANG TRADING CO LTD,Active,ltd,2022-12-15,United Kingdom,W1G 7AJ,LONDON,,"[""99999""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16500783,EXCELLENTOS LTD,Active,ltd,2025-06-05,United Kingdom,WC2H 9JQ,LONDON,,"[""41201""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16286869,EXCELLER LIMITED,Active,ltd,2025-03-03,United Kingdom,W1W 7LT,LONDON,,"[""70229"", ""71122"", ""71129""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
13340073,EXCELLERANT STRATEGIES LIMITED,Active,ltd,2021-04-15,United Kingdom,EC2Y 5AU,LONDON,,"[""70229""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16413974,EXCELLERATED ENGINEERING LIMITED,Active,ltd,2025-04-27,United Kingdom,CV33 9DS,LEAMINGTON SPA,,"[""71122""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16131635,EXCELLERON LTD,Active,ltd,2024-12-11,United Kingdom,W1W 7LT,LONDON,,"[""47910""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
14247077,EXCELLIGENT TRADING LTD,Active,ltd,2022-07-19,United Kingdom,WC2H 9JQ,LONDON,,"[""47190""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
15184315,EXCELLING IN HOSPITALITY LIMITED,Active,ltd,2023-10-02,United Kingdom,WC2H 9JQ,COVENT GARDEN LONDON,,"[""85600""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
13802429,EXCELLINOR LTD,Active,ltd,2021-12-15,United Kingdom,NW7 1RA,LONDON,,"[""86900""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
SC768276,EXCELLIO LABS LTD,Active,ltd,2023-05-03,United Kingdom,EH8 9RR,EDINBURGH,,"[""72110""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16471841,EXCELLION GG LIMITED,Active,ltd,2025-05-22,United Kingdom,W1U 1QS,LONDON,,"[""68100""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16940944,EXCELLIS RECRUITMENT LTD,Active,ltd,2026-01-04,United Kingdom,WC2H 9JQ,LONDON,,"[""78109""]",2026-03-31 13:27:35.738533,2026-03-31 13:27:35.738533,
16904957,EDGE SEMICONDUCTOR LTD,Active,ltd,2025-12-11,United Kingdom,OX15 5SS,BANBURY,,"[""74909""]",2026-03-31 13:27:31.528874,2026-03-31 13:27:31.528874,
16343236,EDGEWORTH MOTORS LIMITED,Active,ltd,2025-03-26,United Kingdom,OX1 3HA,OXFORD,,"[""45112""]",2026-03-31 13:27:31.601368,2026-03-31 13:27:31.601368,
16215220,EDINBURGH COLLEGE FOR SCIENCE AND TECHNOLOGY.UK LTD,Active,ltd,2025-01-29,United Kingdom,WC1N 3AX,LONDON,,"[""72110"", ""85410"", ""85421"", ""85422""]",2026-03-31 13:27:31.601368,2026-03-31 13:27:31.601368,
15645501,EDINBURGH MEDICAL IMAGING LIMITED,Active,ltd,2024-04-13,United Kingdom,GL20 5AB,TEWKESBURY,,"[""86220""]",2026-03-31 13:27:31.601368,2026-03-31 13:27:31.601368,
16575586,EIDOSA LTD,Active,ltd,2025-07-10,United Kingdom,W1W 5PF,LONDON,,"[""26400"", ""64209"", ""71129"", ""72190""]",2026-03-31 13:27:31.980125,2026-03-31 13:27:31.980125,
16496544,EIGHT PEAKS INTERNATIONAL LIMITED,Active,ltd,2025-06-03,United Kingdom,W1J 5HS,LONDON,,"[""59111"", ""59113""]",2026-03-31 13:27:31.980125,2026-03-31 13:27:31.980125,
16675871,EIGHTDELTA RESEARCH LTD,Active,ltd,2025-08-26,United Kingdom,WC2H 9JQ,LONDON,,"[""70229"", ""72190""]",2026-03-31 13:27:31.980125,2026-03-31 13:27:31.980125,
15116879,EIICIA HOLDINGS LIMITED,Active,ltd,2023-09-04,United Kingdom,W1B 3HH,LONDON,,"[""70100"", ""72110"", ""74909""]",2026-03-31 13:27:32.044271,2026-03-31 13:27:32.044271,
14458326,EILMER AEROSPACE LTD,Active,ltd,2022-11-02,United Kingdom,SA5 9PG,SWANSEA,,"[""71121"", ""72190""]",2026-03-31 13:27:32.044271,2026-03-31 13:27:32.044271,
15467550,EINFOCHIPS UK LIMITED,Active,ltd,2024-02-05,United Kingdom,SN3 5JF,SWINDON,,"[""71121""]",2026-03-31 13:27:32.044271,2026-03-31 13:27:32.044271,
16049412,EIRIX BIOTECH PRIVATE LIMITED,Active,ltd,2024-10-29,United Kingdom,OX4 4JL,OXFORD,,"[""21200"", ""46460"", ""72110""]",2026-03-31 13:27:32.044271,2026-03-31 13:27:32.044271,
15489988,ELECTRADX UK LTD,Active,ltd,2024-02-14,United Kingdom,WC2A 1JF,LONDON,,"[""72110""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
15002239,ELECTRIC MOTORS SPECIALISTS LTD,Active,ltd,2023-07-12,United Kingdom,MK44 3UA,BEDFORD,,"[""27110""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
14221415,"ELECTRIC PUMP SENSOR CO., LTD.",Active,ltd,2022-07-06,United Kingdom,CV8 2GY,KENILWORTH,,"[""26309"", ""26511"", ""26512"", ""27120""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
13561370,ELECTRIC VEHICLE DEVELOPMENT LIMITED,Active,ltd,2021-08-10,United Kingdom,WC2H 9JQ,LONDON,,"[""72190""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
14935264,ELECTRICAL ENGINEERING ENTERPRISES LTD,Active,ltd,2023-06-13,United Kingdom,EX4 7JJ,EXETER,,"[""62012"", ""71121""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
13463934,ELECTRO TECHNICAL & ROBOTIC SERVICES LIMITED,Active,ltd,2021-06-17,United Kingdom,B74 3PW,SUTTON COLDFIELD,,"[""27900""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
SC796942,ELECTRO-TEST CELL AND TISSUE SOLUTIONS LTD,Active,ltd,2024-01-29,United Kingdom,EH12 8WU,EDINBURGH,,"[""26511""]",2026-03-31 13:27:32.327988,2026-03-31 13:27:32.327988,
14525954,ELECTRODYNAMIC SOLUTIONS CAMBRIDGE LTD,Active,ltd,2022-12-06,United Kingdom,CB22 3DY,CAMBRIDGE,,"[""62012"", ""71122"", ""74909""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
14253077,ELECTROGENOS LTD,Active,ltd,2022-07-24,United Kingdom,OX14 4SB,ABINGDON,,"[""72190""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
15750005,ELECTROMECH SOLUTIONS LTD,Active,ltd,2024-05-29,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""30300"", ""33160""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
16575995,ELECTRONIC AND SEMICONDUCTOR FAILURE ANALYSIS SOLUTIONS LIMITED,Active,ltd,2025-07-10,United Kingdom,NE39 2DN,ROWLANDS GILL,,"[""71200""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
14396651,ELECTRONIC MATERIALS OFFICE LIMITED,Active,ltd,2022-10-03,United Kingdom,E9 6DW,LONDON,,"[""26200"", ""26400""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
16490470,ELEKTRAMECH LTD,Active,ltd,2025-06-01,United Kingdom,CB25 9AU,CAMBRIDGE,,"[""26110""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
15756240,ELEMENT MATERIALS TECHNOLOGY DIGITAL LIMITED,Active,ltd,2024-06-01,United Kingdom,WC2E 7HA,LONDON,,"[""96090""]",2026-03-31 13:27:32.391463,2026-03-31 13:27:32.391463,
14338994,ELITE QUANTUM BUILDERS LIMITED,Active,ltd,2022-09-05,United Kingdom,NW10 9LB,LONDON,,"[""43999""]",2026-03-31 13:27:32.734355,2026-03-31 13:27:32.734355,
16618894,ELITE RECRUITMENT INTERNATIONAL LTD.,Active,ltd,2025-07-30,United Kingdom,WC2H 9JQ,LONDON,,"[""96090""]",2026-03-31 13:27:32.734355,2026-03-31 13:27:32.734355,
16363249,ELITE SKYLINES LTD,Active,ltd,2025-04-02,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""30300"", ""33160""]",2026-03-31 13:27:32.734355,2026-03-31 13:27:32.734355,
16155839,ELLIPTIC ENGINEERING LTD,Active,ltd,2024-12-30,United Kingdom,WC2H 9JQ,LONDON,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
13773507,"ELLISON INSTITUTE OF TECHNOLOGY, OXFORD LIMITED",Active,ltd,2021-11-30,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16113624,ELLISON SPV 2 LIMITED,Active,ltd,2024-12-02,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16118045,ELLISON SPV 3 LIMITED,Active,ltd,2024-12-04,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16191751,ELLISON SPV 4 LIMITED,Active,ltd,2025-01-17,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16191728,ELLISON SPV 5 LIMITED,Active,ltd,2025-01-17,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16191770,ELLISON SPV 6 LIMITED,Active,ltd,2025-01-17,United Kingdom,OX4 4GE,OXFORD,,"[""72190""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
13630105,ELLIVRON OPTICAL LIMITED,Active,ltd,2021-09-17,United Kingdom,GL4 3YY,GLOUCESTER,,"[""32500""]",2026-03-31 13:27:32.908221,2026-03-31 13:27:32.908221,
16305081,ELMAR-IP INTERNATIONAL LTD,Active,ltd,2025-03-10,United Kingdom,WC2A 2JR,LONDON,,"[""69109"", ""70100"", ""74300"", ""74909""]",2026-03-31 13:27:32.975598,2026-03-31 13:27:32.975598,
14978906,EMI INTERNATIONAL LTD,Active,ltd,2023-07-03,United Kingdom,CB5 8AS,CAMBRIDGE,,"[""74901""]",2026-03-31 13:27:33.325312,2026-03-31 13:27:33.325312,
16783255,EMIRATES INTERNATIONAL GROUP LTD,Active,ltd,2025-10-13,United Kingdom,W1W 5PF,LONDON,,"[""68310""]",2026-03-31 13:27:33.325312,2026-03-31 13:27:33.325312,
14127428,ENERGY OPTIMISING INTERNATIONAL LTD,Active,ltd,2022-05-23,United Kingdom,SE16 7TN,LONDON,,"[""86900""]",2026-03-31 13:27:33.732361,2026-03-31 13:27:33.732361,
14271175,ENERGYWINS HI-TECH MATERIALS LIMITED,Active,ltd,2022-08-01,United Kingdom,SW1V 2AJ,LONDON,,"[""46510"", ""46750"", ""71121"", ""72190""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
13999188,ENEROBES (UK) LIMITED,Active,ltd,2022-03-23,United Kingdom,W1H 6BS,LONDON,,"[""72110""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
14441425,ENFOLD HEALTH LIMITED,Active,ltd,2022-10-24,United Kingdom,CB22 4QH,DUXFORD,,"[""72110""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
14781526,"ENGIE INTERNATIONAL CO., LTD",Active,ltd,2023-04-04,United Kingdom,W1G 7AJ,LONDON,,"[""46190""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
15488838,ENGINEERED SERVICE - PRECISION MANUFACTURING LTD,Active,ltd,2024-02-14,United Kingdom,WF3 1LL,WAKEFIELD,,"[""25990"", ""71121""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
15522929,ENGINEERING AND DATA LIMITED,Active,ltd,2024-02-26,United Kingdom,PO12 3UL,GOSPORT,,"[""71121"", ""71122"", ""71129"", ""72190""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
13667250,ENGINEERING DELIVERY MANAGEMENT LTD,Active,ltd,2021-10-06,United Kingdom,RM2 5AR,ROMFORD,,"[""71129""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
13664995,ENGINEERING INTERNATIONAL COMPANY LTD,Active,ltd,2021-10-05,United Kingdom,EC1V 2NX,LONDON,,"[""28230"", ""28950"", ""29310"", ""29320""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
NI717277,ENGINEERING MAINTENANCE AND FITTING LTD,Active,ltd,2024-06-19,United Kingdom,BT47 2PL,LONDONDERRY,,"[""71129""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
13897832,ENGINEERING PROPOSALS AND PROJECT DELIVERY LIMITED,Active,ltd,2022-02-07,United Kingdom,DT11 7PL,BLANDFORD FORUM,,"[""71121""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
16046771,ENGINEERING SYSTEMS INTERNATIONAL LTD,Active,ltd,2024-10-29,United Kingdom,BA12 9AD,WARMINSTER,,"[""71122""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
SC839381,ENGINEERINGPALS LTD,Active,ltd,2025-02-27,United Kingdom,AB23 8BQ,ABERDEEN,,"[""26511"", ""62012"", ""71122"", ""72190""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
14650947,ENGINEURS BIOFUELS LTD,Active,ltd,2023-02-09,United Kingdom,W1W 6XB,LONDON,,"[""71121"", ""72190""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
15701581,ENGIVENT LTD,Active,ltd,2024-05-02,United Kingdom,CB4 2HY,CAMBRIDGE,,"[""62020"", ""71121"", ""71122"", ""72110""]",2026-03-31 13:27:33.805775,2026-03-31 13:27:33.805775,
16783740,ENGTEL TECHNOLOGY LIMITED,Active,ltd,2025-10-13,United Kingdom,W1G 7AJ,LONDON,,"[""26110"", ""26511"", ""27900"", ""33190""]",2026-03-31 13:27:33.876426,2026-03-31 13:27:33.876426,
16512963,EOCENE THERAPEUTICS LIMITED,Active,ltd,2025-06-11,United Kingdom,W1S 4AP,LONDON,,"[""21200""]",2026-03-31 13:27:34.097415,2026-03-31 13:27:34.097415,
16307858,EONX INTERNATIONAL UK LTD,Active,ltd,2025-03-11,United Kingdom,WC1N 2EB,LONDON,,"[""62012""]",2026-03-31 13:27:34.097415,2026-03-31 13:27:34.097415,
16090269,EOR INTERNATIONAL LTD,Active,ltd,2024-11-20,United Kingdom,W1W 5PF,LONDON,,"[""70229"", ""82990""]",2026-03-31 13:27:34.097415,2026-03-31 13:27:34.097415,
SC814474,EOS DIAGNOSTICS LIMITED,Active,ltd,2024-06-23,United Kingdom,G69 9FT,GLASGOW,,"[""86220""]",2026-03-31 13:27:34.097415,2026-03-31 13:27:34.097415,
15490088,EOS SPACE TECHNOLOGY LTD,Active,ltd,2024-02-14,United Kingdom,OX11 0QX,DIDCOT,,"[""30300""]",2026-03-31 13:27:34.097415,2026-03-31 13:27:34.097415,
13450089,EPIC ELITE INTERNATIONAL HOLDINGS LTD,Active,ltd,2021-06-09,United Kingdom,WC1A 2SN,LONDON,,"[""59132"", ""59200"", ""90020""]",2026-03-31 13:27:34.161398,2026-03-31 13:27:34.161398,
14994483,EPICOM INTERNATIONAL LIMITED,Active,ltd,2023-07-10,United Kingdom,M22 9UR,MANCHESTER,,"[""38110"", ""52219"", ""71129""]",2026-03-31 13:27:34.161398,2026-03-31 13:27:34.161398,
16863109,EPILAYERS LIMITED,Active,ltd,2025-11-17,United Kingdom,CB4 0WS,CAMBRIDGE,,"[""72190""]",2026-03-31 13:27:34.233449,2026-03-31 13:27:34.233449,
15215747,EPISTAMAI BIO LIMITED,Active,ltd,2023-10-16,United Kingdom,CB7 5DZ,ELY,,"[""72110""]",2026-03-31 13:27:34.233449,2026-03-31 13:27:34.233449,
13354764,EPITOPEA LIMITED,Active,ltd,2021-04-22,United Kingdom,CB1 2LA,CAMBRIDGE,,"[""72110""]",2026-03-31 13:27:34.233449,2026-03-31 13:27:34.233449,
14381289,EPIVALUE LTD,Active,ltd,2022-09-26,United Kingdom,W1C 2PE,LONDON,,"[""46750"", ""62012"", ""72110""]",2026-03-31 13:27:34.233449,2026-03-31 13:27:34.233449,
16574893,EPOC SCIENCE LTD,Active,ltd,2025-07-09,United Kingdom,OX2 7SN,OXFORD,,"[""71122"", ""72110""]",2026-03-31 13:27:34.233449,2026-03-31 13:27:34.233449,
16759893,ERPIN BIO LIMITED,Active,ltd,2025-10-01,United Kingdom,W12 7RZ,LONDON,,"[""72110""]",2026-03-31 13:27:34.442858,2026-03-31 13:27:34.442858,
16855618,ERTIQAA INTERNATIONAL ACADEMY UK LTD,Active,ltd,2025-11-14,United Kingdom,W1W 7LT,LONDON,,"[""70229"", ""82302"", ""85590"", ""85600""]",2026-03-31 13:27:34.508802,2026-03-31 13:27:34.508802,
